Date,Price
1990-10-10,874897658
1990-10-11,821186110
1990-10-12,515925199
1990-10-13,934901750
1990-10-14,644682412
1990-10-15,672262164
1990-10-16,642291585
1990-10-17,560878089
1990-10-18,808240668
1990-10-19,647915377
1990-10-20,530226980
1990-10-21,953288211
1990-10-22,510881839
1990-10-23,663738592
1990-10-24,936341087
1990-10-25,649102393
1990-10-26,745578598
1990-10-27,709096845
1990-10-28,548117505
1990-10-29,507437518
1990-10-30,627317900
1990-10-31,977390270
1990-11-01,537982581
1990-11-02,819770949
1990-11-03,890987076
1990-11-04,771531691
1990-11-05,504989657
1990-11-06,539023712
1990-11-07,837695745
1990-11-08,651146016
1990-11-09,826348704
1990-11-10,903179272
1990-11-11,536149280
1990-11-12,634793436
1990-11-13,842208721
1990-11-14,715573217
1990-11-15,615529180
1990-11-16,581215677
1990-11-17,917028205
1990-11-18,875376829
1990-11-19,915695358
1990-11-20,701012395
1990-11-21,845893543
1990-11-22,881596206
1990-11-23,933398105
1990-11-24,535403071
1990-11-25,643960009
1990-11-26,888764110
1990-11-27,565842274
1990-11-28,976538749
1990-11-29,821013698
1990-11-30,761641831
1990-12-01,670201050
1990-12-02,779452034
1990-12-03,883109240
1990-12-04,954774915
1990-12-05,696754802
1990-12-06,814455450
1990-12-07,713248780
1990-12-08,965071369
1990-12-09,535310433
1990-12-10,754592578
1990-12-11,647405193
1990-12-12,908779488
1990-12-13,822691777
1990-12-14,704327415
1990-12-15,640957313
1990-12-16,933104187
1990-12-17,964111591
1990-12-18,738895216
1990-12-19,889708067
1990-12-20,867511583
1990-12-21,968123667
1990-12-22,953108757
1990-12-23,820028830
1990-12-24,887455280
1990-12-25,666484498
1990-12-26,639294355
1990-12-27,857817292
1990-12-28,883740615
1990-12-29,728883861
1990-12-30,948024654
1990-12-31,592048501
1991-01-01,958056178
1991-01-02,708821102
1991-01-03,506090145
1991-01-04,676072164
1991-01-05,975462362
1991-01-06,820101067
1991-01-07,547625272
1991-01-08,943273198
1991-01-09,588777216
1991-01-10,819957736
1991-01-11,555313668
1991-01-12,999496049
1991-01-13,596384428
1991-01-14,522096113
1991-01-15,730680348
1991-01-16,852482367
1991-01-17,798464039
1991-01-18,624610809
1991-01-19,668382648
1991-01-20,748934407
1991-01-21,593451251
1991-01-22,766072748
1991-01-23,826209423
1991-01-24,532062791
1991-01-25,950747259
1991-01-26,618906595
1991-01-27,836148094
1991-01-28,867223998
1991-01-29,630875690
1991-01-30,579013161
1991-01-31,971154859
1991-02-01,750886870
1991-02-02,700263267
1991-02-03,855493906
1991-02-04,603758645
1991-02-05,602280137
1991-02-06,602818020
1991-02-07,541387554
1991-02-08,724845393
1991-02-09,557348340
1991-02-10,659819090
1991-02-11,621665364
1991-02-12,523182724
1991-02-13,540445129
1991-02-14,648603998
1991-02-15,992734318
1991-02-16,968178959
1991-02-17,585698619
1991-02-18,586796933
1991-02-19,723547342
1991-02-20,929703829
1991-02-21,589408443
1991-02-22,702070515
1991-02-23,882181236
1991-02-24,928617158
1991-02-25,553278590
1991-02-26,847467279
1991-02-27,823458991
1991-02-28,667952357
1991-03-01,934641216
1991-03-02,844281217
1991-03-03,734250788
1991-03-04,607117446
1991-03-05,933698786
1991-03-06,989181710
1991-03-07,798031130
1991-03-08,749889249
1991-03-09,934238488
1991-03-10,525819065
1991-03-11,520928935
1991-03-12,875124547
1991-03-13,804429262
1991-03-14,820578121
1991-03-15,869217168
1991-03-16,641201918
1991-03-17,954906098
1991-03-18,653323156
1991-03-19,505948691
1991-03-20,893794478
1991-03-21,763653102
1991-03-22,804359760
1991-03-23,684537172
1991-03-24,504420784
1991-03-25,982232164
1991-03-26,749699122
1991-03-27,912886923
1991-03-28,711285119
1991-03-29,595180331
1991-03-30,910127404
1991-03-31,687326005
1991-04-01,968650918
1991-04-02,900802163
1991-04-03,980298755
1991-04-04,850326281
1991-04-05,922462252
1991-04-06,969911125
1991-04-07,906069600
1991-04-08,501632895
1991-04-09,812337045
1991-04-10,615800791
1991-04-11,505781142
1991-04-12,899050827
1991-04-13,954985589
1991-04-14,673514409
1991-04-15,937112516
1991-04-16,907020043
1991-04-17,747438683
1991-04-18,835332678
1991-04-19,937612717
1991-04-20,604470642
1991-04-21,622860180
1991-04-22,798689157
1991-04-23,569458710
1991-04-24,923283395
1991-04-25,959618186
1991-04-26,603353205
1991-04-27,846364901
1991-04-28,575481768
1991-04-29,866604360
1991-04-30,859499312
1991-05-01,844991576
1991-05-02,574086429
1991-05-03,964398516
1991-05-04,808587620
1991-05-05,637276487
1991-05-06,790257469
1991-05-07,691365472
1991-05-08,822464523
1991-05-09,511331616
1991-05-10,679922140
1991-05-11,753986970
1991-05-12,572781023
1991-05-13,975474238
1991-05-14,857233120
1991-05-15,798581464
1991-05-16,813772851
1991-05-17,798638608
1991-05-18,603995217
1991-05-19,866656297
1991-05-20,852593317
1991-05-21,541916681
1991-05-22,979261619
1991-05-23,788901164
1991-05-24,671091531
1991-05-25,874478328
1991-05-26,776874941
1991-05-27,650708447
1991-05-28,869164947
1991-05-29,666736953
1991-05-30,896683068
1991-05-31,988816240
1991-06-01,557313253
1991-06-02,574266411
1991-06-03,816355850
1991-06-04,999539431
1991-06-05,991847396
1991-06-06,833628042
1991-06-07,695400933
1991-06-08,767949091
1991-06-09,650101719
1991-06-10,913654926
1991-06-11,545144756
1991-06-12,887626339
1991-06-13,583086570
1991-06-14,566757197
1991-06-15,665185804
1991-06-16,598497251
1991-06-17,756878941
1991-06-18,785266967
1991-06-19,818218453
1991-06-20,807706159
1991-06-21,629054636
1991-06-22,933418108
1991-06-23,981757523
1991-06-24,584387604
1991-06-25,965332368
1991-06-26,831516451
1991-06-27,780424457
1991-06-28,847884002
1991-06-29,605332613
1991-06-30,651364275
1991-07-01,665115434
1991-07-02,664446008
1991-07-03,875829001
1991-07-04,566541943
1991-07-05,952026885
1991-07-06,654412469
1991-07-07,837679401
1991-07-08,793134915
1991-07-09,582897145
1991-07-10,689780273
1991-07-11,866792324
1991-07-12,862479386
1991-07-13,998246728
1991-07-14,536540781
1991-07-15,879784188
1991-07-16,909049513
1991-07-17,987215203
1991-07-18,644310502
1991-07-19,774863807
1991-07-20,800153597
1991-07-21,600830309
1991-07-22,731079073
1991-07-23,561355983
1991-07-24,545687735
1991-07-25,916370968
1991-07-26,775847555
1991-07-27,902257316
1991-07-28,580507244
1991-07-29,793458374
1991-07-30,785682778
1991-07-31,802547045
1991-08-01,985746629
1991-08-02,936377377
1991-08-03,729655293
1991-08-04,566903251
1991-08-05,986091928
1991-08-06,583919951
1991-08-07,819303699
1991-08-08,796846144
1991-08-09,647036561
1991-08-10,716179339
1991-08-11,876238652
1991-08-12,694805871
1991-08-13,927273531
1991-08-14,760073447
1991-08-15,728382618
1991-08-16,877537608
1991-08-17,731489419
1991-08-18,971443549
1991-08-19,564638573
1991-08-20,588444715
1991-08-21,826913320
1991-08-22,703870687
1991-08-23,976033633
1991-08-24,707299036
1991-08-25,828042380
1991-08-26,835140211
1991-08-27,780411142
1991-08-28,864655622
1991-08-29,695791487
1991-08-30,950618217
1991-08-31,900003813
1991-09-01,761656253
1991-09-02,873619544
1991-09-03,910477373
1991-09-04,591069549
1991-09-05,613119633
1991-09-06,973273816
1991-09-07,597078877
1991-09-08,675130992
1991-09-09,561714477
1991-09-10,564568550
1991-09-11,823231196
1991-09-12,755344823
1991-09-13,815384726
1991-09-14,950405643
1991-09-15,815042277
1991-09-16,512406528
1991-09-17,668969459
1991-09-18,894745888
1991-09-19,570882939
1991-09-20,957320385
1991-09-21,700781880
1991-09-22,978689627
1991-09-23,574118921
1991-09-24,894434320
1991-09-25,835696644
1991-09-26,595536615
1991-09-27,946060121
1991-09-28,705902269
1991-09-29,636595760
1991-09-30,988681156
1991-10-01,562933583
1991-10-02,981501673
1991-10-03,612959286
1991-10-04,735892510
1991-10-05,644750998
1991-10-06,795872641
1991-10-07,549286427
1991-10-08,507231625
1991-10-09,915960809
1991-10-10,756530238
1991-10-11,984477253
1991-10-12,836869197
1991-10-13,594895399
1991-10-14,945805088
1991-10-15,671396397
1991-10-16,825196700
1991-10-17,811932884
1991-10-18,863091293
1991-10-19,936160942
1991-10-20,840530525
1991-10-21,936896970
1991-10-22,540465838
1991-10-23,921965138
1991-10-24,787935460
1991-10-25,571658123
1991-10-26,637468801
1991-10-27,744105518
1991-10-28,691598919
1991-10-29,825635601
1991-10-30,949700408
1991-10-31,818200248
1991-11-01,759764757
1991-11-02,922776008
1991-11-03,817957050
1991-11-04,909204381
1991-11-05,692834278
1991-11-06,595402598
1991-11-07,800981958
1991-11-08,861468106
1991-11-09,885811972
1991-11-10,619794942
1991-11-11,724119117
1991-11-12,556023771
1991-11-13,797039830
1991-11-14,575955999
1991-11-15,647019827
1991-11-16,978118672
1991-11-17,568741019
1991-11-18,843122219
1991-11-19,692795454
1991-11-20,521729578
1991-11-21,986551467
1991-11-22,522080689
1991-11-23,538766050
1991-11-24,568013078
1991-11-25,990825979
1991-11-26,611475856
1991-11-27,730712939
1991-11-28,832368328
1991-11-29,935538148
1991-11-30,908283609
1991-12-01,984375522
1991-12-02,881795350
1991-12-03,868150033
1991-12-04,961572381
1991-12-05,777109563
1991-12-06,862623361
1991-12-07,569049778
1991-12-08,515928063
1991-12-09,748930546
1991-12-10,727631659
1991-12-11,581750905
1991-12-12,788296767
1991-12-13,676701180
1991-12-14,646679641
1991-12-15,693136152
1991-12-16,991569782
1991-12-17,590293940
1991-12-18,567754230
1991-12-19,639090287
1991-12-20,812748105
1991-12-21,903280882
1991-12-22,804970689
1991-12-23,858888186
1991-12-24,604381229
1991-12-25,841350775
1991-12-26,688293355
1991-12-27,856387955
1991-12-28,813401405
1991-12-29,509375317
1991-12-30,894163884
1991-12-31,515975780
1992-01-01,780860039
1992-01-02,990818956
1992-01-03,846612354
1992-01-04,925952245
1992-01-05,571296365
1992-01-06,558435264
1992-01-07,686036063
1992-01-08,929730694
1992-01-09,772670390
1992-01-10,664893466
1992-01-11,862317190
1992-01-12,673065230
1992-01-13,595328649
1992-01-14,928358004
1992-01-15,710403549
1992-01-16,721299648
1992-01-17,971955152
1992-01-18,920169122
1992-01-19,735462543
1992-01-20,941362203
1992-01-21,852471867
1992-01-22,562734488
1992-01-23,955235614
1992-01-24,733064161
1992-01-25,829572562
1992-01-26,849245562
1992-01-27,800592205
1992-01-28,802439287
1992-01-29,599377119
1992-01-30,554507712
1992-01-31,545846016
1992-02-01,501173693
1992-02-02,682630545
1992-02-03,634342882
1992-02-04,877170116
1992-02-05,985579904
1992-02-06,796164421
1992-02-07,890895042
1992-02-08,635322415
1992-02-09,608684237
1992-02-10,540983581
1992-02-11,870939827
1992-02-12,921892032
1992-02-13,981553653
1992-02-14,925716919
1992-02-15,740305842
1992-02-16,778180375
1992-02-17,916100846
1992-02-18,515747387
1992-02-19,607341960
1992-02-20,653857382
1992-02-21,661488587
1992-02-22,509324769
1992-02-23,753506115
1992-02-24,984487423
1992-02-25,671592477
1992-02-26,844219197
1992-02-27,601000283
1992-02-28,867703355
1992-02-29,655991898
1992-03-01,777903379
1992-03-02,501911149
1992-03-03,831079992
1992-03-04,918975959
1992-03-05,754156854
1992-03-06,525180467
1992-03-07,533777537
1992-03-08,767890256
1992-03-09,605862722
1992-03-10,971549166
1992-03-11,674137834
1992-03-12,761483067
1992-03-13,916401723
1992-03-14,962078397
1992-03-15,826206103
1992-03-16,620956554
1992-03-17,749689478
1992-03-18,714639213
1992-03-19,639224231
1992-03-20,825437191
1992-03-21,792365740
1992-03-22,841758835
1992-03-23,806375614
1992-03-24,990822153
1992-03-25,946596571
1992-03-26,861359121
1992-03-27,877453263
1992-03-28,578866235
1992-03-29,632090013
1992-03-30,821431393
1992-03-31,642620132
1992-04-01,924793908
1992-04-02,875304098
1992-04-03,817485252
1992-04-04,930061387
1992-04-05,566924873
1992-04-06,944762854
1992-04-07,898849807
1992-04-08,554279411
1992-04-09,589624179
1992-04-10,874536791
1992-04-11,878922199
1992-04-12,849619922
1992-04-13,880840738
1992-04-14,961706049
1992-04-15,837432460
1992-04-16,867240086
1992-04-17,967231205
1992-04-18,669359989
1992-04-19,851026886
1992-04-20,776320011
1992-04-21,620162205
1992-04-22,959053957
1992-04-23,734034874
1992-04-24,957466376
1992-04-25,542300813
1992-04-26,621976293
1992-04-27,982092779
1992-04-28,595734344
1992-04-29,527058782
1992-04-30,813347334
1992-05-01,645069457
1992-05-02,865503184
1992-05-03,779737049
1992-05-04,768563291
1992-05-05,648442060
1992-05-06,923005548
1992-05-07,869329120
1992-05-08,959596588
1992-05-09,798312502
1992-05-10,538257084
1992-05-11,688384324
1992-05-12,516652935
1992-05-13,887862164
1992-05-14,522103562
1992-05-15,918798956
1992-05-16,613110624
1992-05-17,894262790
1992-05-18,678515459
1992-05-19,660468035
1992-05-20,968161139
1992-05-21,526947543
1992-05-22,822659071
1992-05-23,530811428
1992-05-24,725388898
1992-05-25,973329337
1992-05-26,680412003
1992-05-27,668516372
1992-05-28,842937276
1992-05-29,837238373
1992-05-30,953935447
1992-05-31,779326644
1992-06-01,934450875
1992-06-02,793623243
1992-06-03,791512944
1992-06-04,943117550
1992-06-05,661493306
1992-06-06,977675647
1992-06-07,777623092
1992-06-08,782624231
1992-06-09,562479536
1992-06-10,885775721
1992-06-11,948246080
1992-06-12,722462182
1992-06-13,647074206
1992-06-14,968130005
1992-06-15,569597952
1992-06-16,994902157
1992-06-17,690181194
1992-06-18,971065395
1992-06-19,770744210
1992-06-20,953856522
1992-06-21,850194003
1992-06-22,643923708
1992-06-23,585585338
1992-06-24,775557697
1992-06-25,601068433
1992-06-26,725462709
1992-06-27,535815650
1992-06-28,702804257
1992-06-29,819448110
1992-06-30,618238576
1992-07-01,701199489
1992-07-02,989877158
1992-07-03,661584263
1992-07-04,767871595
1992-07-05,521266007
1992-07-06,614002621
1992-07-07,922096231
1992-07-08,998525301
1992-07-09,520986764
1992-07-10,519920703
1992-07-11,841195673
1992-07-12,937809458
1992-07-13,524509152
1992-07-14,873289368
1992-07-15,514111727
1992-07-16,608031502
1992-07-17,960766424
1992-07-18,641964793
1992-07-19,714976912
1992-07-20,847272664
1992-07-21,964628723
1992-07-22,610758072
1992-07-23,836397770
1992-07-24,859911864
1992-07-25,706230384
1992-07-26,960576372
1992-07-27,606969213
1992-07-28,622857052
1992-07-29,620121187
1992-07-30,977849684
1992-07-31,559283936
1992-08-01,539244863
1992-08-02,809725590
1992-08-03,955266473
1992-08-04,939040157
1992-08-05,556280978
1992-08-06,882630470
1992-08-07,647221033
1992-08-08,711355624
1992-08-09,502508409
1992-08-10,512627772
1992-08-11,821087766
1992-08-12,885375164
1992-08-13,755114489
1992-08-14,833339558
1992-08-15,849177996
1992-08-16,888818324
1992-08-17,791525392
1992-08-18,836140840
1992-08-19,700828005
1992-08-20,970685152
1992-08-21,906485840
1992-08-22,816122000
1992-08-23,839779376
1992-08-24,587770841
1992-08-25,928712853
1992-08-26,510149343
1992-08-27,644132770
1992-08-28,878822023
1992-08-29,511855608
1992-08-30,717144093
1992-08-31,616456524
1992-09-01,942289593
1992-09-02,592069153
1992-09-03,894252360
1992-09-04,980468902
1992-09-05,597705742
1992-09-06,699850492
1992-09-07,854955164
1992-09-08,528859624
1992-09-09,997882224
1992-09-10,884275508
1992-09-11,585987425
1992-09-12,549810721
1992-09-13,618558636
1992-09-14,825936859
1992-09-15,542496573
1992-09-16,524472046
1992-09-17,586300221
1992-09-18,964011176
1992-09-19,750502029
1992-09-20,823270438
1992-09-21,674344653
1992-09-22,936111698
1992-09-23,590058830
1992-09-24,754880822
1992-09-25,782330352
1992-09-26,847815606
1992-09-27,774802294
1992-09-28,785796917
1992-09-29,856717877
1992-09-30,567503078
1992-10-01,864356756
1992-10-02,596601312
1992-10-03,838545789
1992-10-04,552355599
1992-10-05,745560691
1992-10-06,578595804
1992-10-07,713030775
1992-10-08,562594703
1992-10-09,698120636
1992-10-10,958078701
1992-10-11,942328836
1992-10-12,579457747
1992-10-13,792537350
1992-10-14,769922564
1992-10-15,640743961
1992-10-16,817760755
1992-10-17,724826620
1992-10-18,712681093
1992-10-19,530113980
1992-10-20,823387802
1992-10-21,768354583
1992-10-22,684404725
1992-10-23,860704984
1992-10-24,615150924
1992-10-25,997915394
1992-10-26,814475931
1992-10-27,544117962
1992-10-28,617197053
1992-10-29,777380753
1992-10-30,984173057
1992-10-31,640345038
1992-11-01,606906644
1992-11-02,777303898
1992-11-03,719810071
1992-11-04,768534381
1992-11-05,793316847
1992-11-06,715313849
1992-11-07,779220507
1992-11-08,871052487
1992-11-09,624421936
1992-11-10,649039246
1992-11-11,595335127
1992-11-12,661921674
1992-11-13,724950758
1992-11-14,521841218
1992-11-15,762105082
1992-11-16,887420771
1992-11-17,601935419
1992-11-18,740496404
1992-11-19,534368092
1992-11-20,647297251
1992-11-21,611244626
1992-11-22,602580949
1992-11-23,623856039
1992-11-24,836852052
1992-11-25,744933747
1992-11-26,590111273
1992-11-27,815484622
1992-11-28,848433810
1992-11-29,615468758
1992-11-30,915851040
1992-12-01,600177447
1992-12-02,977803616
1992-12-03,601759050
1992-12-04,522698385
1992-12-05,897041538
1992-12-06,928250978
1992-12-07,889530785
1992-12-08,994738749
1992-12-09,845525190
1992-12-10,754636834
1992-12-11,779964161
1992-12-12,764477350
1992-12-13,580175406
1992-12-14,870868940
1992-12-15,553998052
1992-12-16,906904753
1992-12-17,644641977
1992-12-18,897533982
1992-12-19,952262344
1992-12-20,773932758
1992-12-21,681523553
1992-12-22,922278801
1992-12-23,955914383
1992-12-24,627393421
1992-12-25,997897031
1992-12-26,833993076
1992-12-27,992099849
1992-12-28,545432504
1992-12-29,728177477
1992-12-30,749948242
1992-12-31,859025054
1993-01-01,984733857
1993-01-02,977756941
1993-01-03,912717184
1993-01-04,710312293
1993-01-05,524941992
1993-01-06,689277900
1993-01-07,610098674
1993-01-08,870947664
1993-01-09,857395770
1993-01-10,846724696
1993-01-11,614130264
1993-01-12,610398324
1993-01-13,765643183
1993-01-14,764987074
1993-01-15,537229252
1993-01-16,607741830
1993-01-17,521181605
1993-01-18,910495728
1993-01-19,589676864
1993-01-20,645283689
1993-01-21,781285156
1993-01-22,998649448
1993-01-23,819802061
1993-01-24,523879530
1993-01-25,944463661
1993-01-26,832675894
1993-01-27,860507543
1993-01-28,942086967
1993-01-29,715030293
1993-01-30,934268570
1993-01-31,527780823
1993-02-01,785009267
1993-02-02,518351122
1993-02-03,824096710
1993-02-04,973532916
1993-02-05,881423210
1993-02-06,806835802
1993-02-07,637375943
1993-02-08,536165916
1993-02-09,885396211
1993-02-10,692637816
1993-02-11,770954094
1993-02-12,894395727
1993-02-13,982554343
1993-02-14,907535038
1993-02-15,961703981
1993-02-16,805457766
1993-02-17,847847731
1993-02-18,607827519
1993-02-19,596241461
1993-02-20,886106084
1993-02-21,528209143
1993-02-22,662466585
1993-02-23,534556716
1993-02-24,994879748
1993-02-25,610146006
1993-02-26,757284796
1993-02-27,745929205
1993-02-28,918735225
1993-03-01,694959221
1993-03-02,700670177
1993-03-03,539637964
1993-03-04,502821003
1993-03-05,606792065
1993-03-06,637484325
1993-03-07,982035121
1993-03-08,663320974
1993-03-09,928954545
1993-03-10,521227486
1993-03-11,932802516
1993-03-12,752144482
1993-03-13,637418066
1993-03-14,816759832
1993-03-15,763412344
1993-03-16,985361773
1993-03-17,618649466
1993-03-18,643617948
1993-03-19,743151732
1993-03-20,813438300
1993-03-21,770694091
1993-03-22,928641366
1993-03-23,965267300
1993-03-24,796037654
1993-03-25,592675217
1993-03-26,516821959
1993-03-27,724835368
1993-03-28,582929398
1993-03-29,704550442
1993-03-30,590479486
1993-03-31,902028410
1993-04-01,673372167
1993-04-02,858547597
1993-04-03,518641729
1993-04-04,767789365
1993-04-05,674923923
1993-04-06,914896164
1993-04-07,805876731
1993-04-08,576251279
1993-04-09,984891770
1993-04-10,736482420
1993-04-11,618253797
1993-04-12,805045500
1993-04-13,565489508
1993-04-14,727687366
1993-04-15,948876249
1993-04-16,741387296
1993-04-17,665779755
1993-04-18,527290663
1993-04-19,570258809
1993-04-20,803809995
1993-04-21,551489066
1993-04-22,868182633
1993-04-23,837114454
1993-04-24,947068605
1993-04-25,896768323
1993-04-26,938387763
1993-04-27,974682498
1993-04-28,656053233
1993-04-29,856543531
1993-04-30,640947502
1993-05-01,601471349
1993-05-02,875289622
1993-05-03,704428177
1993-05-04,911559719
1993-05-05,929183212
1993-05-06,720865918
1993-05-07,948371258
1993-05-08,674522636
1993-05-09,885019130
1993-05-10,988399929
1993-05-11,669260470
1993-05-12,706066168
1993-05-13,844487302
1993-05-14,761560290
1993-05-15,618858012
1993-05-16,810110554
1993-05-17,630907534
1993-05-18,531520461
1993-05-19,926962315
1993-05-20,501407709
1993-05-21,644114189
1993-05-22,833202194
1993-05-23,559869567
1993-05-24,995459242
1993-05-25,904358242
1993-05-26,737539049
1993-05-27,603260935
1993-05-28,798436334
1993-05-29,545729376
1993-05-30,508823912
1993-05-31,600369969
1993-06-01,643718065
1993-06-02,516316043
1993-06-03,972942885
1993-06-04,702796843
1993-06-05,957803985
1993-06-06,897044525
1993-06-07,866899364
1993-06-08,685870673
1993-06-09,577525507
1993-06-10,713646257
1993-06-11,606455157
1993-06-12,699404143
1993-06-13,975528267
1993-06-14,515026819
1993-06-15,530698680
1993-06-16,885829812
1993-06-17,614836768
1993-06-18,596391934
1993-06-19,954435003
1993-06-20,831628048
1993-06-21,804737486
1993-06-22,580638241
1993-06-23,817901147
1993-06-24,778606008
